categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Alimentos,502.33,434,3932.84,26.7,Octubre,9660.34,alta
Tecnologia,1721.69,313,1360.69,17.1,Abril,49443.62,alta
Tecnologia,329.36,163,2378.75,33.4,Abril,5548.48,alta
Ropa,159.56,456,4573.59,9.1,Julio,6148.47,alta
Alimentos,1758.43,320,715.91,42.2,Noviembre,51989.76,alta
Hogar,100.15,473,3375.62,5.8,Diciembre,5217.82,alta
Deportes,,259,3545.16,6.9,Abril,12305.69,alta
Alimentos,1437.43,345,2978.4,29.9,Agosto,25589.53,alta
Tecnologia,104.88,279,2929.96,15.5,Noviembre,2977.87,media
Hogar,1984.13,435,3990.84,21.0,Octubre,55928.6,alta
Hogar,1409.84,155,58.24,3.1,Abril,25259.66,alta
Ropa,219.24,60,4668.52,44.5,Julio,9819.14,alta
Ropa,811.07,423,2362.3,13.9,Octubre,15015.67,alta
Deportes,1586.57,130,2117.26,18.8,Febrero,42802.57,alta
Hogar,951.19,91,768.43,16.1,Enero,18126.5,alta
Alimentos,620.74,378,1344.18,43.9,Abril,3467.54,media
Tecnologia,244.51,214,2073.78,13.9,Septiembre,2711.8,media
Ropa,1254.69,399,719.32,32.9,Julio,17518.83,alta
Alimentos,386.6,120,2026.67,45.8,Marzo,2758.26,media
deportes,959.95,321,2611.25,21.1,Noviembre,19508.04,alta
Hogar,1433.13,483,601.49,37.4,Enero,38191.96,alta
Deportes,228.59,454,,24.8,Febrero,5807.61,alta
Tecnologia,247.28,419,353.77,38.1,Agosto,5590.29,alta
Hogar,203.81,212,556.36,40.6,Diciembre,6007.68,alta
Deportes,26.22,484,,39.9,Octubre,2459.3,media
Alimentos,280.05,119,4475.17,45.3,Enero,7405.09,alta
Hogar,487.04,459,2800.77,14.3,Octubre,16715.23,alta
Hogar,1179.7,494,4287.47,33.5,Octubre,9533.13,alta
Ropa,101.12,83,1477.58,25.8,Noviembre,4156.11,media
Deportes,1066.3,405,1530.13,11.2,Septiembre,13484.53,alta
Deportes,1869.79,255,547.64,17.2,Agosto,5669.87,alta
Ropa,902.25,194,4077.73,29.0,Junio,8507.82,alta
Hogar,37.46,237,2040.64,24.4,Julio,2850.02,media
Hogar,1832.76,469,2557.32,44.1,Mayo,44247.69,alta
Deportes,1391.0,118,4899.14,27.2,Abril,14732.9,alta
Deportes,421.1,246,3583.93,27.5,Enero,11881.47,alta
Ropa,1264.36,86,2559.42,36.8,Mayo,11813.01,alta
Tecnologia,1964.71,414,1028.49,37.3,Septiembre,41008.28,alta
Alimentos,326.32,255,3730.44,22.9,Agosto,5158.48,alta
Hogar,1559.14,289,3545.07,7.7,Marzo,192252.24064988826,alta
Ropa,,226,1394.87,46.1,Febrero,9049.25,alta
Ropa,595.69,228,3989.08,1.7,Agosto,15291.81,alta
Alimentos,1288.16,379,1021.8,23.8,Agosto,36995.8,alta
Alimentos,166.15,206,1530.76,5.8,Enero,3575.7,media
Deportes,847.21,455,247.17,17.1,Agosto,24297.98,alta
Hogar,650.27,331,2685.69,27.2,Mayo,16866.98,alta
Hogar,27.06,21,772.89,31.1,Enero,577.1,baja
Hogar,1564.82,369,3038.48,19.1,Septiembre,26183.94,alta
Tecnologia,1137.57,30,2446.55,35.7,Agosto,16059.32,alta
Hogar,957.06,479,4412.34,27.9,Julio,27246.52,alta
Deportes,414.6,24,3670.93,43.7,Diciembre,3427.62,media
Ropa,671.88,147,602.27,10.2,Agosto,4395.29,media
Tecnologia,242.85,229,349.19,14.3,Septiembre,8021.63,alta
Deportes,73.97,49,1616.11,6.2,Agosto,2084.94,media
Deportes,1438.03,60,4669.29,38.5,Noviembre,10474.07,alta
TECNOLOGIA,1191.41,231,2218.01,10.7,Agosto,28267.04,alta
Tecnologia,1391.51,371,3436.44,30.7,Octubre,21014.21,alta
Ropa,1282.07,285,2363.96,3.1,Agosto,8004.24,alta
Alimentos,1294.65,91,550.48,3.6,Julio,4046.52,media
TECNOLOGIA,1135.44,381,1082.71,40.7,Diciembre,32165.62,alta
Hogar,803.66,370,1737.94,27.0,Junio,8777.94,alta
Alimentos,1727.02,408,3538.29,29.8,Abril,43269.81,alta
Ropa,1382.45,21,2714.71,9.6,Mayo,17269.76,alta
Tecnologia,207.31,499,4340.23,27.2,Mayo,6557.88,alta
Deportes,1882.79,284,,40.0,Junio,26564.28,alta
Deportes,1112.08,135,1720.74,44.8,Enero,34456.72,alta
Tecnologia,287.54,365,2343.38,41.1,Julio,6378.58,alta
HOGAR,1795.85,394,2125.89,48.5,Mayo,30361.84,alta
Alimentos,1324.75,326,325.59,33.4,Octubre,11274.13,alta
Ropa,,30,3197.35,45.7,Noviembre,5823.32,alta
Ropa,375.92,180,2802.59,13.8,Noviembre,9424.94,alta
Hogar,194.38,224,4532.1,24.2,Mayo,9289.0,alta
Ropa,,217,255.17,14.4,Abril,6225.87,alta
Tecnologia,1461.53,220,380.48,41.4,Diciembre,18432.4,alta
Alimentos,152.26,117,4287.65,26.9,Febrero,5604.16,alta
Tecnologia,1332.77,395,4699.9,37.0,Noviembre,34910.13,alta
Deportes,657.4,202,4226.91,45.7,Abril,6621.11,alta
Tecnologia,1581.08,457,3435.95,24.0,Febrero,19040.2,alta
Deportes,28.07,194,70.83,10.7,Marzo,440.68,baja
Deportes,1195.99,397,3016.61,19.7,Noviembre,32054.1,alta
Ropa,150.45,382,408.69,5.0,Agosto,5291.09,alta
Deportes,82.2,115,3620.64,2.4,Enero,4156.09,media
Tecnologia,1327.7,224,909.19,20.9,Septiembre,26436.85,alta
Deportes,1382.64,404,3045.88,41.5,Mayo,18999.63,alta
Hogar,1015.51,479,4447.57,6.9,Agosto,18102.81,alta
Tecnologia,394.19,402,1140.09,16.5,Septiembre,4435.56,media
Ropa,1474.66,384,156.04,22.1,Julio,20851.1,alta
Deportes,809.43,405,1409.11,31.5,Octubre,25679.62,alta
Ropa,1042.21,491,354.44,27.5,Agosto,24766.9,alta
Alimentos,1558.78,303,1799.44,47.7,Diciembre,39325.11,alta
Deportes,459.12,306,4738.89,35.2,Abril,14411.5,alta
Ropa,79.94,324,21.57,17.3,Abril,3125.22,media
Hogar,494.99,458,736.35,45.0,Junio,11588.47,alta
Ropa,120.19,215,50.85,8.6,Agosto,3510.09,media
Alimentos,521.04,491,2827.29,45.3,Mayo,10519.3,alta
Hogar,1785.86,280,2369.51,6.4,Agosto,50016.63,alta
ROPA,606.09,67,2964.16,16.4,Octubre,15007.44,alta
Alimentos,924.02,132,1852.2,45.9,Febrero,16644.42,alta
Hogar,13.99,368,328.76,48.2,Junio,861.2,baja
Deportes,1667.17,346,2639.87,27.0,Junio,28475.65,alta
Hogar,302.64,269,3065.69,22.3,Diciembre,10175.0,alta
Alimentos,1577.68,295,873.09,9.2,Noviembre,4936.85,media
Hogar,1366.74,156,4828.07,33.9,Abril,35674.82,alta
Ropa,1803.53,181,2952.74,19.7,Enero,15164.8,alta
Hogar,770.47,321,798.06,15.7,Julio,18241.97,alta
Hogar,1743.25,318,1404.07,48.7,Mayo,33556.01,alta
Ropa,1568.0,107,328.56,0.3,Junio,38782.66,alta
Ropa,771.19,92,4413.41,24.2,Noviembre,16727.42,alta
Tecnologia,1489.97,458,2178.16,16.8,Agosto,41236.93,alta
Deportes,1238.44,72,218.33,16.4,Febrero,35872.01,alta
Tecnologia,608.25,238,1529.45,14.4,Julio,10646.15,alta
Ropa,1666.82,489,,44.7,Diciembre,46637.58,alta
Ropa,1509.96,404,3760.99,30.2,Noviembre,36201.09,alta
Tecnologia,1189.57,376,2487.68,25.7,Junio,26821.51,alta
Tecnologia,189.48,359,1887.96,27.4,Julio,6216.44,alta
Ropa,168.33,232,1574.55,13.8,Diciembre,6318.89,alta
ALIMENTOS,484.62,248,3114.88,3.4,Marzo,5907.3,alta
Hogar,572.78,5,4321.88,41.3,Mayo,13516.59,alta
Alimentos,1888.8,186,1821.8,41.7,Octubre,12640.54,alta
Alimentos,1229.36,342,2598.97,18.2,Febrero,35398.65,alta
Ropa,427.67,231,2149.35,42.9,Noviembre,142196.66383254476,media
Ropa,876.85,437,1943.89,30.5,Enero,7702.41,alta
Deportes,1167.9,403,2838.91,37.4,Noviembre,38299.7,alta
Alimentos,,475,3075.63,3.4,Abril,14146.67,alta
Hogar,549.22,301,3901.16,40.6,Junio,7786.96,alta
Alimentos,1978.54,398,4562.46,40.7,Enero,50303.56,alta
Ropa,1645.36,161,2606.32,3.5,Octubre,21940.92,alta
Hogar,1234.64,57,2720.35,34.5,Octubre,28510.71,alta
Deportes,1750.68,86,132.47,14.2,Julio,26066.28,alta
Ropa,1667.72,37,1076.79,31.4,Diciembre,5477.92,alta
Ropa,180.77,57,2459.6,24.3,Noviembre,6839.94,alta
Alimentos,1527.43,399,4715.96,8.0,Agosto,8266.79,alta
ropa,1284.15,434,560.54,24.8,Mayo,8134.03,alta
Alimentos,1450.57,278,4794.94,9.1,Agosto,9748.41,alta
Tecnologia,612.33,312,3663.26,3.4,Septiembre,11768.59,alta
Alimentos,1295.62,389,4431.8,36.5,Enero,16874.33,alta
Ropa,1197.35,66,4897.28,20.6,Junio,9538.79,alta
Deportes,934.05,444,4970.58,1.5,Abril,17055.24,alta
Tecnologia,1674.59,126,,3.3,Enero,27050.82,alta
Ropa,122.77,464,4940.28,32.1,Octubre,6761.38,alta
Deportes,712.18,316,541.54,9.7,Mayo,10805.17,alta
Alimentos,255.52,326,1888.59,26.4,Julio,3965.09,media
Alimentos,1048.62,370,3459.04,49.4,Septiembre,176980.60273874772,alta
Ropa,,438,753.36,46.8,Noviembre,9003.01,alta
Tecnologia,634.92,480,2420.25,44.3,Mayo,9260.34,alta
Tecnologia,413.07,214,1389.99,9.5,Junio,8832.76,alta
Hogar,77.46,299,1985.51,18.7,Diciembre,2755.02,media
HOGAR,667.4,262,316.72,1.3,Junio,8625.93,alta
Ropa,,391,3182.86,49.5,Noviembre,16854.69,alta
Ropa,1269.81,309,4096.97,28.9,Enero,7561.38,alta
Hogar,1869.08,77,4943.17,31.9,Septiembre,28370.0,alta
HOGAR,685.56,99,1234.95,48.8,Junio,6746.77,alta
Deportes,800.08,44,4245.52,33.0,Octubre,14431.14,alta
Tecnologia,1767.59,446,391.85,16.5,Octubre,33081.15,alta
Ropa,1006.4,368,3020.71,2.3,Noviembre,11099.11,alta
Alimentos,1448.22,139,3354.16,37.2,Agosto,18352.2,alta
Deportes,,457,3142.4,9.0,Julio,8550.31,alta
Ropa,1741.67,188,1321.44,25.0,Marzo,12510.63,alta
Deportes,1492.57,408,2638.75,7.6,Febrero,34507.87,alta
Alimentos,437.7,88,1909.97,17.2,Diciembre,2459.96,media
Hogar,,149,,45.5,Mayo,19312.3,alta
Hogar,1436.15,102,3577.45,50.0,Enero,30009.99,alta
Tecnologia,887.2,93,2393.66,19.0,Marzo,26301.28,alta
Ropa,1616.37,336,3867.14,16.6,Julio,41004.47,alta
Ropa,1503.25,298,2623.64,10.8,Julio,32621.22,alta
Deportes,1340.12,306,2781.34,14.8,Marzo,41656.1,alta
Alimentos,,264,,48.4,Febrero,4337.46,media
Tecnologia,46.35,29,686.79,44.1,Noviembre,320.72,baja
Deportes,664.57,104,2064.11,25.7,Agosto,17454.52,alta
Deportes,1178.41,339,1386.05,43.7,Junio,15545.48,alta
Ropa,889.13,377,2320.67,43.6,Abril,5641.64,alta
Tecnologia,1312.07,272,3545.58,46.4,Junio,25224.64,alta
Deportes,1550.29,61,497.7,29.5,Noviembre,40149.5,alta
HOGAR,,121,3815.15,21.7,Enero,56090.1,alta
Deportes,42.55,469,1526.63,42.5,Enero,2667.22,media
Deportes,1068.99,38,1376.65,14.8,Febrero,23975.3,alta
Ropa,162.09,196,290.78,6.2,Abril,3771.42,media
Ropa,647.56,54,4637.21,0.9,Noviembre,7921.01,alta
Deportes,1395.54,186,3023.31,9.3,Noviembre,171982.6391500784,alta
Ropa,1648.56,125,2016.17,41.9,Abril,39797.41,alta
Ropa,1173.91,125,2733.35,39.7,Diciembre,27485.98,alta
Ropa,172.83,237,1193.65,43.2,Diciembre,3233.57,media
Tecnologia,760.52,190,70.95,15.1,Junio,21692.25,alta
Ropa,1741.46,431,975.73,48.3,Mayo,47629.35,alta
Ropa,934.56,116,1761.73,8.0,Marzo,25252.93,alta
Deportes,1583.56,192,1724.51,48.6,Julio,37850.81,alta
Hogar,1076.84,318,3689.14,34.6,Julio,31868.91,alta
Alimentos,285.41,351,4875.1,44.9,Noviembre,6461.72,alta
Tecnologia,268.26,154,4246.84,18.3,Agosto,8143.7,alta
Alimentos,591.21,277,1512.88,24.1,Abril,8115.07,alta
Ropa,1585.16,363,2503.3,34.8,Diciembre,29131.87,alta
Tecnologia,1251.71,441,1201.28,15.3,Diciembre,5999.72,alta
Ropa,547.65,382,423.42,47.3,Mayo,15173.24,alta
Ropa,1620.32,478,2093.44,36.2,Mayo,11508.6,alta
Alimentos,1092.23,464,1216.05,20.7,Junio,11459.21,alta
Hogar,1555.88,369,2542.68,42.4,Febrero,17198.82,alta
Tecnologia,1410.58,97,592.49,43.5,Enero,30095.03,alta
Tecnologia,1510.56,248,3822.37,39.6,Febrero,22837.52,alta
Hogar,1958.98,261,2922.66,37.1,Diciembre,42183.23,alta
Hogar,1864.66,13,1622.86,8.7,Marzo,41512.82,alta
Deportes,,171,618.13,47.4,Abril,21760.73,alta
Ropa,1155.71,17,3011.35,0.5,Octubre,29315.43,alta
Ropa,473.6,478,,42.3,Noviembre,13796.32,alta
Tecnologia,787.64,92,,20.8,Enero,23672.4,alta
Deportes,319.94,386,3232.76,30.8,Agosto,11070.31,alta
Tecnologia,1750.47,293,3936.23,36.2,Marzo,37755.14,alta
Tecnologia,1682.89,496,2057.23,41.2,Agosto,44189.45,alta
Deportes,1565.49,207,2075.27,1.9,Febrero,29678.26,alta
DEPORTES,737.46,141,1958.84,15.6,Diciembre,7768.39,alta
Hogar,1588.64,322,2290.33,40.8,Agosto,5507.79,alta
Alimentos,38.36,31,594.55,37.1,Abril,797.37,baja
Deportes,,37,2986.54,29.6,Octubre,13545.23,alta
Hogar,1659.61,485,3901.15,2.3,Septiembre,26691.45,alta
Alimentos,617.94,83,717.7,41.6,Febrero,6459.08,alta
Tecnologia,1298.95,306,,26.1,Enero,29173.94,alta
Hogar,1574.66,273,1695.51,4.5,Abril,47071.31,alta
Tecnologia,1708.46,48,3275.02,33.8,Marzo,9565.57,alta
Ropa,322.61,205,294.63,31.4,Septiembre,9315.94,alta
Ropa,,475,,46.8,Abril,12620.54,alta
Ropa,1393.67,201,734.92,21.6,Agosto,23121.46,alta
Tecnologia,937.65,379,1941.17,38.9,Diciembre,22455.26,alta
Tecnologia,92.94,477,3346.99,34.3,Septiembre,4960.5,media
Tecnologia,914.25,86,,16.1,Noviembre,8874.18,alta
Alimentos,353.24,91,1203.75,24.4,Febrero,10629.82,alta
Hogar,,434,1843.86,37.3,Febrero,23023.32,alta
Tecnologia,647.97,251,,25.7,Abril,5983.89,alta
Hogar,724.26,233,2444.97,8.0,Octubre,10566.06,alta
Tecnologia,1401.51,416,1053.55,47.0,Diciembre,35086.68,alta
Alimentos,1859.89,238,,14.8,Enero,39278.03,alta
Hogar,892.89,448,,31.5,Enero,27130.37,alta
Deportes,816.79,463,1652.39,5.0,Noviembre,8997.76,alta
Deportes,591.11,468,1878.18,38.7,Abril,16165.02,alta
Hogar,1949.12,179,4652.71,32.2,Noviembre,20800.24,alta
TECNOLOGIA,582.85,100,825.85,9.0,Diciembre,6376.01,alta
Deportes,,388,3137.26,7.0,Octubre,24281.12,alta
Hogar,206.56,85,,21.7,Septiembre,7493.3,alta
Alimentos,1922.16,350,216.54,11.4,Marzo,52896.65,alta
Ropa,1770.06,257,3917.47,19.6,Febrero,26003.5,alta
Hogar,1367.2,49,2039.55,40.3,Agosto,41971.86,alta
Alimentos,1697.33,440,4482.25,23.4,Enero,38267.31,alta
Tecnologia,323.02,210,3761.95,22.2,Febrero,6775.72,alta
Ropa,,331,1384.09,40.0,Junio,55076.99,alta
Ropa,523.62,455,1411.52,47.6,Noviembre,5099.97,alta
Deportes,342.8,393,1802.42,27.9,Junio,6346.51,alta
Deportes,1961.44,227,4814.61,8.9,Agosto,47425.77,alta
Ropa,840.08,408,4502.91,35.7,Septiembre,9830.54,alta
Deportes,1533.05,335,975.57,30.4,Enero,32631.52,alta
Deportes,68.61,298,3040.94,2.0,Mayo,3065.4,media
Alimentos,1155.4,61,,29.1,Junio,26384.2,alta
hogar,199.07,257,394.87,32.7,Mayo,4181.93,media
Alimentos,1456.87,467,,3.5,Julio,22558.22,alta
Tecnologia,1388.2,319,2406.27,5.2,Julio,20855.88,alta
Hogar,124.9,367,1761.63,29.5,Abril,4221.55,media
Ropa,1377.44,462,4456.5,4.5,Agosto,11581.39,alta
Deportes,670.43,246,477.75,22.2,Septiembre,7574.66,alta
Ropa,512.41,486,501.39,10.7,Enero,12570.07,alta
Tecnologia,1653.52,414,984.18,19.7,Abril,13605.41,alta
Alimentos,82.67,484,2003.38,22.4,Diciembre,4940.03,media
Tecnologia,,150,4980.98,9.9,Enero,28749.61,alta
Deportes,529.38,355,2890.33,46.9,Abril,6115.07,alta
Alimentos,1091.76,182,1314.35,44.1,Junio,13730.97,alta
Hogar,119.1,31,2787.11,13.3,Diciembre,4593.99,media
Tecnologia,,460,3513.6,5.9,Enero,32733.5,alta
Deportes,730.21,400,4951.87,6.9,Marzo,24962.13,alta
Tecnologia,970.38,308,1769.46,37.0,Noviembre,19629.84,alta
Ropa,426.86,279,2519.85,32.5,Agosto,14903.07,alta
Deportes,1808.75,41,3190.1,22.0,Abril,32986.38,alta
Ropa,1775.34,234,3465.94,10.3,Enero,28138.45,alta
Ropa,1398.83,374,3696.46,31.6,Marzo,31015.95,alta
Deportes,1131.98,164,4159.32,28.8,Febrero,8535.03,alta
Alimentos,86.53,128,3120.6,24.9,Octubre,3314.28,media
Alimentos,1915.87,344,1150.08,43.6,Junio,57284.19,alta
Deportes,274.1,283,633.28,18.0,Enero,4260.85,media
Alimentos,1069.55,476,2743.07,34.7,Junio,11937.67,alta
Deportes,,33,2779.62,27.4,Abril,206246.77569782082,alta
Alimentos,1666.45,153,,34.7,Diciembre,34306.18,alta
ALIMENTOS,505.1,159,4295.69,44.7,Diciembre,9247.8,alta
TECNOLOGIA,724.4,337,4073.38,30.8,Octubre,23075.98,alta
Deportes,972.93,366,4369.1,16.1,Octubre,22589.56,alta
Alimentos,,33,2552.74,45.0,Marzo,30665.31,alta
Tecnologia,1290.04,142,2521.63,41.6,Enero,34226.81,alta
Hogar,,192,866.07,41.0,Julio,2686.9,media
Deportes,673.64,415,2899.34,8.0,Enero,8263.08,alta
Hogar,519.52,265,4343.01,14.8,Agosto,10104.72,alta
Hogar,1655.5,499,,13.3,Octubre,47437.48,alta
Hogar,1391.46,257,3936.96,11.2,Diciembre,22390.2,alta
Hogar,1127.94,369,2333.23,25.5,Julio,10721.08,alta
Tecnologia,1156.21,429,2859.15,14.3,Junio,13029.76,alta
Deportes,1428.17,78,1401.11,49.8,Junio,12208.11,alta
Deportes,100.48,416,1034.6,17.4,Agosto,3626.34,media
ROPA,513.91,136,1219.3,37.1,Julio,2109.01,media
Deportes,315.25,68,3603.47,34.9,Mayo,9032.87,alta
Alimentos,608.51,112,4417.66,11.1,Agosto,19860.86,alta
Alimentos,760.46,476,2706.94,32.9,Abril,23856.98,alta
Tecnologia,506.56,51,584.82,44.3,Noviembre,7396.51,alta
Deportes,53.1,492,3936.43,1.6,Diciembre,5566.5,alta
Ropa,1478.62,427,,26.5,Abril,16197.87,alta
Deportes,741.68,210,2541.01,31.9,Julio,6241.43,alta
Deportes,1887.14,359,89.16,38.2,Agosto,55992.19,alta
Tecnologia,374.35,351,4499.51,22.1,Agosto,5549.56,alta
Deportes,1416.15,219,4564.73,28.4,Diciembre,35313.36,alta
Alimentos,654.14,499,4968.41,6.9,Febrero,15957.47,alta
Hogar,945.23,456,3155.4,12.2,Mayo,8459.12,alta
Deportes,789.86,324,3945.08,34.3,Agosto,11593.2,alta
Tecnologia,,492,4271.44,6.9,Marzo,22224.96,alta
Deportes,1742.36,49,371.6,8.1,Enero,40142.52,alta
DEPORTES,1688.68,181,2149.9,48.1,Enero,16274.52,alta
Ropa,252.59,104,1800.23,7.1,Noviembre,8181.09,alta
Deportes,605.2,63,2049.78,17.9,Abril,18801.53,alta
Hogar,1116.59,335,1539.0,32.4,Julio,23660.24,alta
Alimentos,1076.59,242,245.86,26.9,Abril,5777.66,alta
Ropa,1335.8,399,2508.72,21.2,Septiembre,19563.5,alta
Ropa,88.36,359,1761.49,25.3,Mayo,4936.65,media
Hogar,1169.35,64,3867.03,1.9,Marzo,29015.39,alta
Deportes,1498.81,465,4978.59,38.1,Noviembre,9148.41,alta
Alimentos,,265,572.71,10.4,Octubre,4043.1,media
Hogar,916.06,466,4822.49,10.9,Febrero,11800.34,alta
Tecnologia,1933.06,76,1284.25,9.0,Febrero,5838.74,alta
Tecnologia,90.59,437,,24.2,Noviembre,7131.52,alta
Ropa,110.74,128,4617.29,8.4,Agosto,6846.4,alta
Ropa,423.51,67,4859.9,1.7,Marzo,9782.92,alta
Alimentos,959.08,7,2679.03,34.6,Agosto,23097.5,alta
Hogar,1886.52,139,2276.19,10.9,Septiembre,46912.03,alta
Deportes,,47,1892.26,21.7,Junio,30576.94,alta
Deportes,643.71,415,4567.34,12.1,Agosto,20158.22,alta
Tecnologia,720.25,292,446.58,0.4,Marzo,7857.96,alta
Ropa,,334,4469.49,5.2,Septiembre,17424.22,alta
Ropa,1911.53,467,1274.31,41.3,Diciembre,14166.58,alta
Alimentos,979.26,431,4787.73,11.3,Enero,7041.97,alta
Hogar,1160.79,267,1828.91,34.7,Junio,27988.78,alta
Alimentos,809.66,249,858.52,12.2,Mayo,22732.53,alta
Ropa,,130,1829.01,34.3,Septiembre,24922.31,alta
Tecnologia,,169,428.36,31.1,Abril,19648.4,alta
Deportes,47.44,214,1845.4,29.5,Febrero,2593.3,media
Ropa,1540.91,498,,7.6,Noviembre,11475.33,alta
ROPA,1011.34,121,1547.4,11.7,Marzo,3350.34,media
Deportes,772.66,494,4239.9,16.8,Mayo,16399.79,alta
Alimentos,,59,,49.1,Agosto,13958.06,alta
Tecnologia,444.32,151,,37.6,Septiembre,1426.47,baja
Ropa,1924.39,407,2646.41,42.0,Febrero,57690.0,alta
Tecnologia,1283.59,315,252.95,18.1,Agosto,33696.7,alta
Tecnologia,,358,1983.13,3.5,Noviembre,7955.33,alta
Hogar,1198.61,473,81.45,15.8,Diciembre,11969.86,alta
Alimentos,,468,1440.82,30.2,Enero,5170.69,alta
Deportes,152.89,322,2496.61,4.4,Julio,3801.45,media
DEPORTES,485.8,19,4996.75,15.1,Agosto,13379.69,alta
Hogar,167.79,460,2269.36,6.7,Junio,6689.86,alta
Hogar,1970.77,225,573.67,22.7,Agosto,27379.76,alta
deportes,,53,2638.01,16.7,Enero,26151.77,alta
Alimentos,308.92,264,2913.24,31.6,Febrero,7709.23,alta
Ropa,205.67,449,,23.7,Mayo,3813.7,media
Hogar,1328.96,32,2872.79,22.5,Mayo,22445.96,alta
Hogar,1005.92,106,1700.74,26.6,Octubre,27334.63,alta
Tecnologia,1999.66,123,2657.35,8.2,Marzo,49033.56,alta
Hogar,1189.29,363,851.35,47.3,Septiembre,35665.05,alta
Tecnologia,1663.56,155,1233.75,42.7,Octubre,27033.13,alta
Hogar,289.57,68,4275.99,23.8,Julio,7486.68,alta
Deportes,101.0,112,172.84,40.5,Junio,1117.37,baja
Tecnologia,1249.32,323,581.36,39.5,Marzo,26477.15,alta
Ropa,252.79,489,3848.22,18.7,Noviembre,5989.02,alta
Ropa,1620.46,222,799.01,15.2,Mayo,43910.88,alta
Tecnologia,701.69,36,699.18,24.0,Noviembre,7778.61,alta
Ropa,906.35,192,2932.73,47.2,Agosto,4660.09,media
Ropa,1741.33,122,4565.59,47.1,Agosto,43550.48,alta
Ropa,1550.82,23,,21.0,Marzo,27545.06,alta
Alimentos,217.26,372,1331.52,36.8,Agosto,6042.88,alta
Alimentos,866.95,18,4224.16,49.0,Abril,10461.28,alta
Tecnologia,470.3,345,2074.68,26.6,Septiembre,14904.53,alta
Alimentos,1081.19,499,4556.39,21.1,Febrero,14642.0,alta
Deportes,639.19,47,78.43,32.5,Noviembre,3427.08,media
Alimentos,1084.57,170,3159.5,13.5,Abril,26979.6,alta
Ropa,191.46,139,1520.94,12.3,Enero,4219.35,media
Deportes,623.04,312,,1.3,Agosto,19347.56,alta
Alimentos,1974.37,210,312.85,39.5,Marzo,27908.65,alta
Hogar,884.09,126,2686.29,49.9,Diciembre,9117.86,alta
Tecnologia,1719.22,94,2092.97,16.5,Enero,29086.45,alta
Alimentos,369.09,357,4918.53,11.6,Julio,14354.65,alta
Deportes,1213.14,99,2704.72,42.0,Diciembre,7180.02,alta
Tecnologia,,475,2624.73,29.6,Marzo,21799.14,alta
Tecnologia,36.37,265,1540.9,46.6,Febrero,1582.02,media
Alimentos,122.07,357,888.17,47.0,Mayo,4933.55,media
Ropa,1185.46,197,4357.39,50.0,Febrero,21572.93,alta
Tecnologia,1227.19,282,4740.13,30.4,Enero,35080.6,alta
Alimentos,837.16,51,,32.4,Julio,12167.16,alta
Deportes,1679.09,288,,27.3,Marzo,13669.59,alta
Hogar,1935.16,120,4333.77,38.0,Julio,57163.63,alta
Deportes,996.06,249,2098.67,31.0,Junio,31733.68,alta
Tecnologia,659.61,475,,0.9,Enero,13415.34,alta
Hogar,462.87,187,,24.4,Octubre,14023.66,alta
Tecnologia,229.89,450,111.5,1.2,Julio,4558.78,media
Deportes,1798.49,465,4099.16,41.9,Octubre,30039.32,alta
Deportes,1378.06,462,582.26,29.4,Marzo,28571.23,alta
Deportes,1580.84,288,3034.94,30.7,Mayo,35994.41,alta
Hogar,1403.88,296,3877.11,3.4,Febrero,42591.0,alta
Tecnologia,646.74,288,,3.6,Julio,13526.74,alta
Tecnologia,948.13,297,1779.42,7.6,Abril,12988.16,alta
Alimentos,399.91,337,22.06,8.5,Octubre,9295.16,alta
Hogar,1586.4,166,4390.95,43.8,Diciembre,20396.7,alta
ROPA,,404,2347.32,2.7,Julio,186163.3559653102,alta
Hogar,1524.28,118,4141.1,22.5,Noviembre,24845.26,alta
Deportes,666.47,334,1534.26,45.4,Octubre,9141.03,alta
Alimentos,1211.74,383,3236.88,46.1,Abril,13137.22,alta
Tecnologia,160.47,26,2317.33,34.9,Enero,4200.31,media
Alimentos,99.64,463,2727.32,38.8,Julio,5549.22,alta
Alimentos,306.24,124,510.61,33.3,Diciembre,4841.75,media
Tecnologia,716.11,400,,46.8,Enero,20136.25,alta
Alimentos,303.74,282,914.43,19.3,Septiembre,8082.83,alta
Ropa,445.14,58,1287.58,2.5,Octubre,9685.16,alta
Deportes,1624.2,327,,25.9,Mayo,19131.29,alta
Alimentos,1746.41,155,,30.1,Junio,52274.3,alta
Tecnologia,964.09,490,1524.76,41.1,Octubre,14390.27,alta
Deportes,1498.46,452,2059.86,14.4,Octubre,15620.11,alta
Ropa,1834.99,37,4626.98,30.4,Enero,23176.99,alta
Hogar,,363,802.93,20.6,Mayo,5606.03,alta
Ropa,1863.54,307,3076.93,24.9,Septiembre,16082.16,alta
Tecnologia,1420.3,349,467.63,37.0,Febrero,24432.64,alta
Hogar,308.29,214,3472.56,26.7,Septiembre,5532.76,alta
Deportes,,48,4165.3,36.9,Julio,5644.39,alta
Ropa,701.82,11,4814.39,30.7,Abril,6655.19,alta
Tecnologia,597.93,418,3677.17,22.6,Febrero,10911.19,alta
Ropa,1840.82,260,4479.97,2.2,Mayo,54149.93,alta
