edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
67,820.44,2,,1,Universitario,1914.69,no_moroso
68,5706.34,5,25.5,1,Secundaria,11778.09,no_moroso
39,7435.05,6,12.6,0,Secundaria,19116.49,no_moroso
37,14482.52,5,12.5,1,Tecnico,35970.75,no_moroso
47,,3,22.1,0,Secundaria,3174.28,no_moroso
66,2096.14,8,16.1,0,Universitario,8152.0,no_moroso
64,5120.48,0,9.6,0,Tecnico,12472.24,no_moroso
59,8382.28,6,,1,Secundaria,19195.52,no_moroso
37,2324.36,8,2.2,1,Secundaria,4876.22,no_moroso
46,9095.83,5,12.0,0,tecnico,24078.47,no_moroso
46,12634.47,6,0.7,1,Secundaria,30895.27,no_moroso
22,9519.42,4,21.3,1,Posgrado,24796.76,no_moroso
29,9319.68,6,19.4,0,Secundaria,22025.76,no_moroso
20,1445.84,5,0.6,0,Tecnico,4532.76,no_moroso
26,7500.27,6,15.3,1,Secundaria,17989.93,no_moroso
68,4823.97,6,0.4,1,Secundaria,11760.9,no_moroso
19,,7,18.6,1,Universitario,27313.87,no_moroso
54,5529.3,5,3.0,0,Secundaria,14444.64,no_moroso
45,11694.36,4,1.5,0,Tecnico,30924.52,no_moroso
55,2681.82,4,2.2,0,Posgrado,10309.55,no_moroso
50,8182.43,1,11.2,1,Universitario,20267.19,no_moroso
65,2423.11,4,13.2,0,Secundaria,6363.85,no_moroso
23,8473.38,8,13.4,0,Posgrado,24268.91,no_moroso
46,13289.57,0,1.4,0,Posgrado,36385.74,no_moroso
56,954.95,8,,0,Universitario,3137.33,moroso
66,8164.58,7,,0,Secundaria,22343.31,no_moroso
67,9822.3,8,18.2,0,Tecnico,197088.71256783904,no_moroso
32,1450.93,4,2.6,0,Posgrado,6571.84,no_moroso
58,5801.99,7,49.5,1,Universitario,13621.12,moroso
69,7746.92,5,5.6,1,Tecnico,19527.52,no_moroso
35,2819.23,7,2.1,0,Secundaria,8393.1,no_moroso
43,2931.47,6,,1,Tecnico,6723.55,moroso
47,14557.94,6,24.1,0,Posgrado,39350.86,no_moroso
51,5263.79,6,30.6,1,Tecnico,11579.5,moroso
65,4996.65,4,8.2,0,Tecnico,13133.28,no_moroso
61,4983.11,3,10.7,0,Universitario,14327.86,no_moroso
68,14306.98,1,9.5,1,Tecnico,287601.6594403728,no_moroso
60,12661.97,2,11.8,1,Secundaria,30612.5,no_moroso
37,1599.94,0,63.4,0,Posgrado,3775.93,moroso
36,4419.19,7,6.1,0,Tecnico,13005.64,no_moroso
48,6017.05,9,13.4,1,Universitario,16614.45,no_moroso
27,4451.58,9,1.4,1,Universitario,13041.8,no_moroso
62,,5,6.2,1,Universitario,34753.16,no_moroso
58,1266.43,7,8.5,0,universitario,5665.33,no_moroso
18,2465.56,4,0.5,0,Universitario,7316.98,no_moroso
34,7592.11,6,0.3,1,Tecnico,18933.01,no_moroso
59,5241.31,7,1.1,0,Universitario,16318.23,no_moroso
39,1880.41,9,35.4,1,Tecnico,3485.87,moroso
41,5157.85,1,13.1,0,Tecnico,13158.25,no_moroso
62,10896.37,3,0.4,0,SECUNDARIA,27814.64,no_moroso
42,,6,46.8,0,Universitario,32814.24,moroso
63,10169.65,6,33.8,1,Universitario,25195.86,moroso
20,11346.6,6,12.6,0,Tecnico,30022.11,no_moroso
59,3919.38,6,6.0,0,Tecnico,11417.05,no_moroso
24,1869.58,1,55.3,0,Secundaria,1949.5,moroso
26,12553.83,0,20.2,0,Universitario,31111.71,no_moroso
20,10806.84,4,7.6,0,Tecnico,28177.91,no_moroso
63,5294.36,2,28.1,0,Tecnico,12438.92,no_moroso
55,12087.47,6,20.7,1,Universitario,30515.9,no_moroso
43,8902.4,3,20.2,1,Universitario,21446.87,no_moroso
59,3616.69,1,4.2,0,Tecnico,9069.91,no_moroso
49,6471.4,6,2.1,0,Posgrado,20900.72,no_moroso
46,10084.66,2,9.9,1,Universitario,24453.38,no_moroso
49,3207.86,0,20.4,0,Tecnico,7144.87,no_moroso
60,11190.5,6,2.9,1,Tecnico,28091.33,no_moroso
32,5738.53,0,5.3,0,Tecnico,14804.0,no_moroso
41,9559.35,0,10.3,0,Tecnico,24168.75,no_moroso
67,1561.73,9,6.4,0,Tecnico,6389.58,no_moroso
62,1852.78,4,,0,UNIVERSITARIO,5480.79,moroso
56,10123.7,8,114.8,1,Tecnico,19353.16,moroso
39,12831.81,0,0.2,0,Tecnico,33222.06,no_moroso
48,2941.75,6,17.4,0,SECUNDARIA,8501.91,no_moroso
29,14193.24,5,29.6,0,Tecnico,35498.46,no_moroso
66,1320.23,5,9.9,0,Posgrado,6233.2,no_moroso
69,6622.69,5,27.1,1,Posgrado,18219.01,no_moroso
49,3629.16,0,0.5,1,Tecnico,8373.58,no_moroso
38,4618.98,0,2.2,1,Universitario,11818.51,no_moroso
20,11669.29,3,18.1,0,Tecnico,29486.53,no_moroso
48,1017.63,9,39.1,1,Universitario,3206.64,moroso
41,4922.19,3,1.1,0,Secundaria,12519.62,no_moroso
18,2656.42,7,25.9,0,Universitario,8252.17,no_moroso
55,7301.7,6,1.3,0,Secundaria,18981.91,no_moroso
44,14301.98,4,8.2,1,Secundaria,34466.73,no_moroso
27,7006.61,6,1.7,0,Universitario,19696.14,no_moroso
19,7522.7,3,6.1,0,Universitario,20664.25,no_moroso
44,13022.99,4,4.9,1,Secundaria,31128.64,no_moroso
27,6887.85,0,7.0,0,Universitario,17695.78,no_moroso
32,3594.79,8,4.6,1,Tecnico,9945.37,no_moroso
34,859.85,3,,0,Secundaria,2294.69,no_moroso
25,11636.09,5,1.5,1,Universitario,29523.05,no_moroso
36,14832.21,5,41.0,1,Universitario,35146.02,moroso
33,1916.96,4,30.6,0,Tecnico,4330.75,moroso
61,12402.12,3,5.5,0,Universitario,33481.45,no_moroso
44,1996.91,6,19.2,0,Universitario,6626.38,no_moroso
44,6930.5,4,38.8,1,Universitario,16377.77,moroso
59,,0,4.4,0,Universitario,22505.39,no_moroso
44,5019.29,7,6.4,1,Secundaria,11776.51,no_moroso
64,1950.1,8,16.9,0,Tecnico,5299.57,no_moroso
55,5300.63,4,3.8,0,tecnico,14229.41,no_moroso
58,11295.25,3,26.9,0,Secundaria,26705.53,no_moroso
51,3725.8,6,3.2,0,Universitario,12321.86,no_moroso
60,7161.88,3,20.3,0,Universitario,18294.2,no_moroso
29,5777.81,2,9.9,1,Secundaria,13273.52,no_moroso
29,13498.05,3,8.7,0,Posgrado,36562.06,no_moroso
52,8042.06,4,13.2,0,Universitario,22172.63,no_moroso
22,12801.0,7,5.3,0,Secundaria,33060.49,no_moroso
43,13761.42,9,0.7,1,Universitario,35951.82,no_moroso
27,3142.89,4,14.0,1,Universitario,6472.27,no_moroso
41,13233.2,5,3.7,0,Universitario,34892.31,no_moroso
32,12850.08,9,10.6,0,Tecnico,33817.5,no_moroso
38,7694.84,9,21.1,1,Universitario,20397.42,no_moroso
50,14103.83,6,2.5,0,Universitario,36739.75,no_moroso
62,2647.78,4,3.8,1,Posgrado,8305.89,no_moroso
20,11865.82,7,,1,Universitario,30466.64,no_moroso
44,10363.95,3,7.3,0,Secundaria,26452.35,no_moroso
19,3591.36,5,1.8,0,Secundaria,10057.88,no_moroso
20,12725.67,8,9.1,0,Tecnico,32888.88,no_moroso
21,5525.35,5,3.8,0,TECNICO,15149.66,no_moroso
45,13610.49,5,26.0,0,Secundaria,33449.78,no_moroso
22,6741.66,3,29.4,0,Posgrado,19693.17,no_moroso
66,5964.6,7,1.8,0,Tecnico,16452.72,no_moroso
50,,5,1.1,0,Tecnico,32818.12,no_moroso
57,,0,21.5,0,Universitario,32798.04,no_moroso
30,,2,40.3,1,Posgrado,20244.86,moroso
27,6367.92,1,1.7,0,Universitario,17426.73,no_moroso
31,,1,37.3,0,Universitario,4089.52,moroso
50,6576.15,1,10.6,0,Posgrado,19423.08,no_moroso
22,13128.65,3,6.1,1,Posgrado,35080.09,no_moroso
51,,5,7.2,0,Posgrado,7286.67,no_moroso
60,9093.95,1,0.3,0,Universitario,24532.26,no_moroso
63,7859.09,9,30.1,1,Universitario,20009.08,moroso
63,9302.03,0,61.6,0,Secundaria,19764.51,moroso
39,,3,25.5,0,Secundaria,9572.81,no_moroso
38,10600.7,5,28.2,1,Tecnico,25779.94,no_moroso
31,5472.24,8,7.4,1,Tecnico,14371.58,no_moroso
51,1460.57,3,2.2,1,Universitario,4075.22,no_moroso
53,7153.69,6,4.8,0,Posgrado,21514.71,no_moroso
18,5928.0,4,7.9,0,Universitario,15990.56,no_moroso
65,14616.27,2,39.0,0,Secundaria,35457.77,moroso
55,14516.49,2,2.0,0,Universitario,165364.5455346931,no_moroso
20,13256.39,1,3.2,1,Universitario,33543.73,no_moroso
53,,2,43.4,1,Universitario,17941.05,moroso
54,3871.71,1,6.4,1,Tecnico,8952.72,no_moroso
52,9980.99,9,1.9,1,Universitario,26947.41,no_moroso
64,,6,12.0,1,Universitario,12878.58,no_moroso
33,13364.68,3,14.6,0,Tecnico,32638.26,no_moroso
56,9466.08,4,54.0,1,Secundaria,19778.79,moroso
44,8425.89,8,12.6,0,Tecnico,22572.71,no_moroso
62,4883.33,5,23.2,0,Universitario,13572.09,no_moroso
57,5831.78,6,2.3,1,Universitario,15542.14,no_moroso
22,13581.64,6,18.4,1,Tecnico,33479.86,no_moroso
41,2820.97,8,22.3,0,Universitario,8854.73,no_moroso
25,9950.03,9,,1,Tecnico,25205.32,no_moroso
52,1186.92,7,11.9,1,Tecnico,2848.4,no_moroso
21,13645.82,9,4.6,1,Posgrado,37874.62,no_moroso
29,9490.49,1,8.1,0,Secundaria,23449.9,no_moroso
39,10235.63,4,22.1,0,Tecnico,25667.58,no_moroso
20,2701.79,3,1.1,0,Tecnico,7901.67,no_moroso
31,995.27,2,8.9,1,Secundaria,475.88,no_moroso
30,9426.59,1,37.3,0,Universitario,23897.4,moroso
37,8286.25,3,2.7,0,Tecnico,21403.51,no_moroso
26,7061.25,0,14.5,0,Secundaria,17179.91,no_moroso
68,4724.68,8,17.3,1,Tecnico,11681.8,no_moroso
64,5318.72,6,9.2,1,Tecnico,12724.43,no_moroso
49,1546.26,2,21.4,0,Secundaria,4412.73,no_moroso
50,14305.98,6,,1,Tecnico,36338.52,no_moroso
23,9125.61,9,1.0,0,Universitario,25978.13,no_moroso
30,9004.95,7,3.3,1,Tecnico,22727.36,no_moroso
67,12478.62,7,,0,Universitario,33335.39,no_moroso
23,2778.97,0,1.2,0,Secundaria,6728.02,no_moroso
64,14709.77,0,11.4,1,Universitario,35855.87,no_moroso
62,6196.83,8,57.4,1,Universitario,14411.22,moroso
66,12105.75,3,14.3,0,Secundaria,29579.3,no_moroso
69,,8,,0,Tecnico,14713.88,no_moroso
64,4851.23,7,4.7,0,Posgrado,16173.35,no_moroso
20,8010.32,3,0.5,0,Tecnico,20626.29,no_moroso
50,5358.99,9,1.3,0,Universitario,16878.3,no_moroso
28,13264.86,6,8.8,0,Posgrado,36708.72,no_moroso
46,11889.64,8,7.4,0,Secundaria,30263.9,no_moroso
45,9550.99,0,4.0,1,Tecnico,22086.92,no_moroso
52,14515.69,3,22.0,1,Secundaria,34934.63,no_moroso
45,2882.7,5,32.1,0,Secundaria,6289.45,moroso
20,11208.83,9,,1,Posgrado,29951.27,no_moroso
21,,5,33.4,0,Secundaria,19808.02,moroso
28,,4,28.3,0,Secundaria,28959.34,no_moroso
30,14379.98,8,20.8,1,Posgrado,39051.12,no_moroso
19,,3,4.3,1,Universitario,33552.04,no_moroso
50,1472.09,1,16.3,0,Tecnico,3158.3,no_moroso
33,8503.42,7,8.4,0,Tecnico,22506.21,no_moroso
29,11652.16,4,9.5,0,UNIVERSITARIO,30850.36,no_moroso
28,7720.74,2,35.6,0,tecnico,17706.66,moroso
49,12585.43,4,49.6,0,Universitario,31575.45,moroso
64,12216.84,7,35.6,0,Secundaria,30315.64,moroso
46,8323.37,4,22.0,0,Secundaria,20747.66,no_moroso
45,5336.61,9,22.8,0,Universitario,15491.32,no_moroso
31,4904.98,5,3.9,1,Secundaria,10689.08,no_moroso
51,3961.65,1,45.2,0,UNIVERSITARIO,9283.29,moroso
64,4701.38,1,39.8,0,Secundaria,9827.58,moroso
65,936.35,4,10.2,0,Tecnico,2505.9,no_moroso
31,1261.44,4,18.6,1,Secundaria,2287.39,no_moroso
23,10215.98,7,25.5,1,Secundaria,24872.79,no_moroso
48,9140.02,9,4.6,0,Posgrado,26698.65,no_moroso
27,11100.79,8,,1,Universitario,29106.45,no_moroso
51,13008.34,6,9.9,0,Tecnico,33156.83,no_moroso
59,,9,6.3,0,Tecnico,21094.37,no_moroso
42,14934.41,9,,0,Tecnico,39922.46,no_moroso
69,8132.82,2,23.1,1,Tecnico,17932.54,no_moroso
69,,2,3.3,0,Universitario,13533.52,no_moroso
39,8255.44,8,14.7,1,Universitario,21054.14,no_moroso
20,5805.41,1,2.4,1,Posgrado,15663.79,no_moroso
33,11071.25,9,,1,secundaria,27229.34,no_moroso
19,11622.75,4,3.1,0,Secundaria,29965.92,no_moroso
31,12528.43,9,2.5,1,Tecnico,32205.91,no_moroso
40,5304.96,8,7.5,0,Posgrado,18057.99,no_moroso
60,10474.03,8,8.5,1,Universitario,27267.71,no_moroso
18,9768.91,0,17.8,0,Universitario,24972.51,no_moroso
18,6508.23,0,7.5,1,Tecnico,15104.17,no_moroso
37,3953.82,1,5.3,0,Universitario,11858.15,no_moroso
33,10734.92,5,3.5,0,Universitario,29387.27,no_moroso
18,8186.75,0,10.7,1,Secundaria,18912.86,no_moroso
68,2986.51,8,8.1,0,posgrado,10684.36,no_moroso
49,3201.15,9,15.0,0,Posgrado,12905.6,no_moroso
48,12203.6,5,23.3,1,Secundaria,29250.52,no_moroso
33,11030.81,2,37.6,0,Secundaria,26009.5,moroso
67,14524.2,1,10.8,1,Universitario,35262.2,no_moroso
47,10808.07,8,2.9,0,Secundaria,27847.21,no_moroso
56,10585.2,1,17.1,1,Posgrado,27749.69,no_moroso
22,10135.11,0,3.1,1,Universitario,25156.01,no_moroso
22,5444.33,5,14.0,1,Universitario,290882.1152535207,no_moroso
55,7504.42,4,34.3,0,Tecnico,17827.08,moroso
23,13805.27,1,15.3,0,Secundaria,33731.06,no_moroso
55,4714.18,3,5.1,0,Secundaria,12364.12,no_moroso
25,14084.19,1,30.9,0,Tecnico,34229.49,moroso
69,12173.8,5,3.0,0,Universitario,32883.48,no_moroso
35,1056.77,9,17.5,0,Secundaria,4081.29,no_moroso
25,5257.04,8,0.8,1,Universitario,14844.04,no_moroso
55,14360.99,5,35.3,0,Posgrado,37191.53,moroso
62,4805.82,0,9.8,0,Secundaria,11772.35,no_moroso
43,12195.09,1,36.1,1,Universitario,28065.76,moroso
20,3836.11,8,8.3,0,Posgrado,13671.2,no_moroso
47,3414.35,6,48.7,1,Tecnico,6673.84,moroso
23,4768.79,6,16.7,0,Universitario,14141.19,no_moroso
18,4050.17,9,3.5,0,Tecnico,12897.27,no_moroso
21,13611.53,8,68.4,0,Tecnico,33093.78,moroso
37,7976.9,1,4.2,0,Universitario,21287.33,no_moroso
50,848.16,0,,0,TECNICO,2115.05,no_moroso
23,,3,0.4,1,Universitario,20565.95,no_moroso
27,1750.31,6,24.3,1,Universitario,295940.9873622523,no_moroso
31,1768.45,2,4.7,0,Tecnico,5685.08,no_moroso
37,14600.83,9,16.2,0,SECUNDARIA,37531.77,no_moroso
61,13376.41,2,36.7,0,Universitario,33090.79,moroso
45,5956.66,6,,0,Posgrado,16954.97,moroso
67,4083.67,9,22.3,0,posgrado,14095.6,no_moroso
36,6602.78,6,3.4,1,Universitario,17514.34,no_moroso
68,12306.79,3,17.9,1,Universitario,30518.68,no_moroso
29,9388.24,3,11.0,1,Tecnico,23311.01,no_moroso
60,,9,42.9,1,Tecnico,34978.68,moroso
39,6712.09,1,30.4,1,Posgrado,17408.45,moroso
63,14345.49,7,0.7,0,Universitario,38590.39,no_moroso
28,13925.73,9,12.2,0,Tecnico,36670.17,no_moroso
36,14640.37,3,1.6,0,Secundaria,37100.69,no_moroso
18,11006.89,1,1.1,0,Universitario,28627.08,no_moroso
32,8815.55,4,4.2,0,Posgrado,25261.03,no_moroso
52,13421.6,6,17.5,0,Tecnico,34599.98,no_moroso
37,2290.18,7,4.3,0,Universitario,8046.15,no_moroso
21,12546.59,1,40.6,0,Tecnico,29584.68,moroso
53,,8,12.4,1,Tecnico,3385.88,no_moroso
58,1573.91,9,34.1,0,Secundaria,4514.43,moroso
47,11388.97,4,,1,Universitario,29035.87,no_moroso
46,11423.66,8,5.6,1,posgrado,31564.36,no_moroso
20,1276.65,2,18.6,0,Universitario,4080.1,no_moroso
68,5583.17,2,16.2,1,Posgrado,15597.57,no_moroso
44,9636.42,4,16.9,0,Universitario,25932.51,no_moroso
62,1516.08,3,7.2,0,Secundaria,4053.27,no_moroso
55,2790.0,2,3.9,1,Universitario,7019.85,no_moroso
33,8510.5,1,1.6,1,Universitario,21880.19,no_moroso
24,1381.17,2,1.1,1,Tecnico,2889.2,no_moroso
65,,0,9.4,0,Universitario,10098.5,no_moroso
42,8939.2,1,9.1,0,Universitario,23412.88,no_moroso
49,6611.19,5,3.5,0,Universitario,18837.24,no_moroso
43,10995.49,5,0.6,0,Universitario,29851.78,no_moroso
32,7604.39,5,18.6,0,Tecnico,19270.44,no_moroso
54,3440.43,1,21.9,0,Universitario,8658.5,no_moroso
19,6235.3,0,10.9,0,Secundaria,14404.77,no_moroso
51,3617.69,2,13.5,0,Tecnico,9532.89,no_moroso
68,4264.29,0,24.9,1,Tecnico,8603.14,no_moroso
33,2234.74,8,13.4,1,Posgrado,8361.71,no_moroso
20,5524.93,7,5.2,0,Posgrado,18764.21,no_moroso
36,12844.98,5,44.9,0,Tecnico,31623.02,moroso
69,4729.25,9,,1,Universitario,13585.2,no_moroso
56,7618.04,8,2.5,0,Posgrado,23812.91,no_moroso
58,,9,15.4,1,Tecnico,18323.31,no_moroso
23,8034.03,7,15.5,1,Universitario,21502.62,no_moroso
29,5331.02,0,4.3,1,Posgrado,13729.51,no_moroso
23,3693.73,5,38.3,1,Posgrado,10232.44,moroso
56,14975.51,3,,1,Posgrado,39792.0,no_moroso
38,4986.74,6,16.5,0,Tecnico,13604.6,no_moroso
28,9064.45,2,33.3,1,Universitario,21164.45,moroso
26,9646.79,2,6.8,1,SECUNDARIA,24285.18,no_moroso
18,8535.74,3,19.2,0,Tecnico,21437.64,no_moroso
56,7634.86,1,7.6,0,Tecnico,19670.65,no_moroso
39,5353.43,6,2.1,0,Tecnico,14159.39,no_moroso
45,1870.09,9,8.2,0,Universitario,7083.09,no_moroso
49,13760.21,1,11.1,1,Tecnico,32375.43,no_moroso
39,3246.14,3,1.1,1,Tecnico,7556.43,no_moroso
59,11497.8,2,1.7,0,Secundaria,29257.82,no_moroso
33,1676.77,8,17.4,1,Posgrado,6261.71,no_moroso
45,,3,11.4,1,Secundaria,5964.7,no_moroso
68,6331.66,4,4.2,1,Secundaria,14880.98,no_moroso
38,10583.33,7,3.6,1,Tecnico,26682.5,no_moroso
49,11349.45,9,5.6,0,Universitario,31165.4,no_moroso
32,14691.47,2,14.5,1,Universitario,36366.14,no_moroso
68,2791.23,6,1.2,0,Posgrado,11555.03,no_moroso
20,5970.97,1,7.1,0,Tecnico,15548.77,no_moroso
50,3203.29,8,2.2,0,Tecnico,10462.21,no_moroso
60,6489.18,4,13.7,1,Posgrado,17467.02,no_moroso
59,4184.27,9,6.8,0,Tecnico,11659.03,no_moroso
50,4117.76,4,,0,Tecnico,9741.98,no_moroso
50,8464.06,4,1.7,0,Secundaria,21733.89,no_moroso
66,13357.39,5,4.3,0,Universitario,35901.97,no_moroso
47,10257.88,6,6.1,0,Secundaria,26729.15,no_moroso
39,10185.81,4,29.3,1,Tecnico,23045.52,no_moroso
44,4867.42,0,104.9,0,Secundaria,7726.18,moroso
37,,0,3.6,0,Universitario,25372.99,no_moroso
32,12150.37,2,1.2,0,Secundaria,30683.87,no_moroso
24,6012.19,8,10.7,0,Universitario,17841.85,no_moroso
60,12723.03,8,1.5,0,Universitario,34982.07,no_moroso
49,10268.65,0,44.1,1,Universitario,23820.34,moroso
58,14650.15,4,31.4,1,Tecnico,34842.81,moroso
34,12289.44,4,13.0,1,Universitario,30882.98,no_moroso
48,11004.22,6,,0,Posgrado,30976.5,no_moroso
64,14463.53,6,12.4,0,Universitario,37477.42,no_moroso
51,13375.37,1,38.0,0,Tecnico,32005.14,moroso
40,2788.61,6,,0,Universitario,8777.24,no_moroso
38,7530.5,7,28.0,1,Universitario,19204.02,no_moroso
52,,9,1.4,0,Tecnico,12316.18,no_moroso
29,9678.39,3,3.7,0,posgrado,27724.08,no_moroso
59,14691.13,2,8.3,1,Secundaria,35150.98,no_moroso
55,10086.94,9,31.0,0,Posgrado,28927.78,moroso
56,2933.85,2,1.1,0,Posgrado,11001.72,no_moroso
31,1454.14,4,5.0,1,Posgrado,5672.82,no_moroso
66,10915.17,1,14.3,0,Universitario,28311.86,no_moroso
61,,5,3.8,1,Secundaria,34882.52,no_moroso
65,,3,22.1,0,Posgrado,36808.93,no_moroso
28,13037.14,8,1.8,0,Secundaria,34826.02,no_moroso
42,5867.68,7,2.1,1,Posgrado,16949.42,no_moroso
55,13690.71,1,27.5,1,Tecnico,32012.35,no_moroso
63,14922.49,2,18.6,0,Universitario,38957.24,no_moroso
43,2500.57,8,3.3,0,Universitario,8700.29,no_moroso
49,8735.84,5,46.6,0,Universitario,21441.88,moroso
65,4736.51,8,17.0,0,Universitario,13727.13,no_moroso
36,12273.88,0,27.5,0,Secundaria,29222.58,no_moroso
62,8870.35,7,4.3,0,Tecnico,23678.28,no_moroso
45,5979.46,3,13.8,1,Universitario,14285.82,no_moroso
19,6528.68,1,9.4,0,Secundaria,15783.52,no_moroso
63,997.07,3,6.6,0,Universitario,5361.66,no_moroso
26,14509.22,6,3.9,0,Tecnico,38377.81,no_moroso
22,4168.05,5,14.6,0,Tecnico,10594.44,no_moroso
35,6949.35,0,0.2,0,Universitario,19035.59,no_moroso
48,10516.01,0,1.3,1,universitario,26377.99,no_moroso
55,2237.42,3,1.4,1,Tecnico,4807.78,no_moroso
35,2771.83,7,14.4,0,Universitario,9019.21,no_moroso
69,9022.86,7,5.8,0,Universitario,25876.97,no_moroso
42,10769.44,4,24.9,1,Universitario,26490.57,no_moroso
22,6662.8,6,51.9,1,Universitario,14557.67,moroso
30,,7,16.1,1,Universitario,307038.69504825573,no_moroso
27,5306.83,7,0.1,0,Secundaria,14705.15,no_moroso
55,3187.81,1,,1,Tecnico,6563.71,no_moroso
41,5310.87,6,16.0,0,Tecnico,14738.4,no_moroso
49,11879.48,0,,0,Universitario,30861.61,no_moroso
30,9115.91,8,3.8,0,secundaria,24083.38,no_moroso
48,1596.72,2,,1,Secundaria,3113.02,no_moroso
65,7097.47,0,9.9,0,Posgrado,20930.36,no_moroso
59,7911.76,4,14.0,0,TECNICO,20612.11,no_moroso
22,12213.88,2,25.0,1,Secundaria,28457.88,no_moroso
44,11314.57,8,2.4,0,Tecnico,30266.32,no_moroso
56,8953.99,1,4.1,1,Tecnico,21245.61,no_moroso
34,11877.18,4,63.9,0,TECNICO,27154.14,moroso
67,12185.65,2,2.9,1,Posgrado,31760.63,no_moroso
62,8514.43,7,,1,Universitario,21538.35,no_moroso
49,2793.38,3,57.6,1,Universitario,4575.46,moroso
50,2653.23,9,24.5,1,Secundaria,5540.14,no_moroso
63,2421.6,7,1.9,0,Universitario,8509.16,no_moroso
55,10427.82,1,14.0,0,Posgrado,28955.54,no_moroso
55,12572.62,1,4.1,1,Universitario,30975.65,no_moroso
30,13732.15,1,7.1,1,Tecnico,32635.09,no_moroso
21,2816.11,1,2.2,1,Universitario,6926.56,no_moroso
49,6435.08,2,18.7,0,Posgrado,18443.4,no_moroso
33,6228.78,4,3.3,1,Tecnico,14121.56,no_moroso
27,,0,9.0,0,Secundaria,30152.98,no_moroso
18,9742.8,6,0.1,0,Secundaria,25390.92,no_moroso
26,5792.02,7,7.8,0,Secundaria,15654.83,no_moroso
40,13447.94,3,10.6,1,Universitario,33949.98,no_moroso
68,8101.27,6,12.8,1,Posgrado,22169.89,no_moroso
37,9471.41,5,7.0,0,Secundaria,24314.97,no_moroso
18,4513.36,0,23.2,0,Tecnico,10585.18,no_moroso
37,7138.27,9,10.4,1,Tecnico,17263.43,no_moroso
64,9146.51,1,1.8,0,Tecnico,23217.14,no_moroso
69,13593.19,8,41.1,0,Tecnico,33842.02,moroso
47,14349.58,8,15.3,1,Universitario,37417.87,no_moroso
43,5292.22,2,19.2,0,Posgrado,15849.27,no_moroso
54,2926.05,0,16.5,0,Universitario,7680.49,no_moroso
23,,5,49.4,0,Universitario,11228.65,moroso
50,3165.78,8,14.1,1,Tecnico,8523.95,no_moroso
20,,0,35.4,0,Posgrado,3151.34,moroso
20,,1,7.0,1,Tecnico,34372.58,no_moroso
25,3039.64,5,25.1,1,Universitario,6695.29,no_moroso
35,3299.81,8,8.6,0,Universitario,11238.12,no_moroso
64,5055.02,7,2.7,0,Secundaria,13676.88,no_moroso
31,9116.26,7,12.5,0,Tecnico,23861.53,no_moroso
61,10269.25,4,46.2,0,Tecnico,25010.25,moroso
49,808.62,5,42.1,0,Universitario,2608.14,moroso
22,13527.31,8,11.8,0,Tecnico,35338.75,no_moroso
25,12255.13,9,0.0,0,Universitario,33595.22,no_moroso
44,3080.41,0,4.8,0,Universitario,8492.06,no_moroso
30,5322.73,9,1.4,0,Secundaria,15635.73,no_moroso
62,,7,50.7,1,Posgrado,15361.28,moroso
48,4380.02,0,6.0,1,Posgrado,11998.91,no_moroso
29,13683.9,3,12.9,0,Posgrado,36515.48,no_moroso
69,12401.76,6,,1,Tecnico,28957.89,moroso
68,11678.0,4,0.7,1,Secundaria,28538.99,no_moroso
62,1157.2,7,2.3,0,Tecnico,4664.71,no_moroso
32,8697.88,1,11.1,0,Secundaria,21514.6,no_moroso
43,7014.03,0,10.0,1,Universitario,17234.38,no_moroso
59,,2,16.3,0,Tecnico,18067.86,no_moroso
38,1692.53,8,0.0,1,posgrado,7254.05,no_moroso
35,9568.23,1,30.4,0,Tecnico,23002.49,moroso
68,7453.11,0,53.6,0,Universitario,19140.25,moroso
23,2934.27,7,19.5,0,Secundaria,7284.83,no_moroso
19,11292.22,3,19.1,1,Secundaria,26816.64,no_moroso
18,8849.54,0,21.5,0,Secundaria,22013.73,no_moroso
19,10219.53,2,29.6,1,Universitario,24436.75,no_moroso
50,7297.08,9,26.9,0,Universitario,20102.9,no_moroso
27,1761.42,2,21.9,1,Universitario,3998.44,no_moroso
22,11825.99,7,2.7,0,Tecnico,32080.58,no_moroso
45,1971.31,3,,1,Tecnico,3851.15,no_moroso
23,,3,24.7,0,Tecnico,24013.07,no_moroso
46,13848.58,8,5.4,0,Posgrado,39122.97,no_moroso
68,8001.52,8,15.1,0,Universitario,22584.7,no_moroso
42,9243.75,3,0.7,1,Tecnico,21948.5,no_moroso
60,5759.84,0,,0,Universitario,15616.67,no_moroso
25,12787.59,5,6.7,1,posgrado,34903.46,no_moroso
42,10586.25,1,1.7,1,Universitario,27378.11,no_moroso
64,7934.26,0,6.9,0,Universitario,20796.95,no_moroso
38,9836.59,3,22.0,0,Tecnico,24806.5,no_moroso
66,6633.51,5,13.8,1,Secundaria,15410.17,no_moroso
43,6054.04,7,5.1,1,Tecnico,15670.21,no_moroso
27,10564.59,9,,1,Posgrado,27753.76,moroso
35,8658.55,3,41.8,0,Secundaria,20110.02,moroso
34,2514.09,7,13.0,0,Posgrado,9600.34,no_moroso
32,10611.24,7,10.1,1,Secundaria,26252.08,no_moroso
